loan_id,product,state,development_type,industry,unit_count,tdc,grv,land_value,as_is_value,as_if_complete_value,facility_limit,ltc,lvr_as_if_complete,drawn_balance,capitalised_interest,ead,completion_pct,completion_stage,presale_coverage,presale_value,cost_to_complete,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,grv_decline,fund_to_complete,workout_months,realised_lgd,industry_risk_score,industry_risk_level,discount_rate_proxy_used,discount_rate_source,grv_driver,completion_pct_driver,cost_to_complete_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band,slotting_score,slotting_category,slotting_rw
102,Development,VIC,Mixed-Use,Construction,51,41307916.63,51370014.34,12604507.67,42515134.74,51370014.34,22997093.06,0.5567,0.4477,18991338.32,954160.03,19945498.35,0.753,Near-Complete,0.7371,37864604.72,9645803.73,2021-10-29,90 DPD,0.0894,0.068,0.0894,0.1724,0,18,0.0,2.68,Medium,0.0894,max_contract_vs_cost_of_funds,51370014.34,0.753,9645803.73,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.334391,1.0135,1.3524052785000003,1.3524052785000003,macro_plus_industry,v1.0,baseline,0.01839271178760001,0.05072,0.0691127117876,0.16845200000000002,0.0691127117876,0.05747053726155521,True,development_stage_presale_lvr_proxy,0.0691127117876,development,Unknown,Near-Complete,NotApplicable,Mixed-Use,Medium,10.0,Strong,0.7
103,Development,QLD,Mixed-Use,Construction,46,70652320.38,84526837.94,26228769.65,45307876.51,84526837.94,54672799.26,0.7738,0.6468,42167295.49,2096282.95,44263578.44,0.4291,Mid-Construction,0.7184,60720279.6,44851463.9,2020-01-03,Cost Overrun,0.0988,0.0697,0.0988,0.464,1,22,0.429584,2.68,Medium,0.0988,max_contract_vs_cost_of_funds,84526837.94,0.4291,44851463.9,0.013600000000000003,0.443184,0.443184,1.6757866666666665,1.0135,1.6984097866666668,1.6984097866666668,macro_plus_industry,v1.0,baseline,0.7527080428940801,0.05072,0.8034280428940801,0.106208,0.8034280428940801,0.7180975573143856,True,development_stage_presale_lvr_proxy,0.8034280428940801,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,7.0,Good,0.9
104,Development,NSW,Industrial,Manufacturing,4,25760612.75,32789596.7,7961334.95,8556208.94,32789596.7,17647956.55,0.6851,0.5382,10232662.25,546768.03,10779430.28,0.0406,Early Construction,0.3678,12060380.33,23430829.06,2024-01-08,Interest Reserve Exhausted,0.0965,0.0837,0.0965,0.6,1,26,0.939532,3.5,Elevated,0.0965,max_contract_vs_cost_of_funds,32789596.7,0.0406,23430829.06,0.03,0.9695320000000001,0.9695320000000001,1.7041666666666666,1.075,1.8319791666666665,1.8319791666666665,macro_plus_industry,v1.0,baseline,1.7761624254166666,0.054000000000000006,1.8301624254166666,0.05,1.0,0.95,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Industrial,Elevated,5.0,Satisfactory,1.15
105,Development,NSW,Industrial,Manufacturing,5,17874904.0,25122365.44,7853040.95,8921567.14,25122365.44,10834030.48,0.6061,0.4313,5001327.29,233089.47,5234416.76,0.0961,Early Construction,0.6047,15192461.21,15589492.31,2018-02-26,Cost Overrun,0.0805,0.0761,0.0805,0.6,0,11,0.0,3.5,Elevated,0.0805,max_contract_vs_cost_of_funds,25122365.44,0.0961,15589492.31,0.03,0.03,0.03,1.6375000000000002,1.075,1.7603125000000002,1.7603125000000002,macro_plus_industry,v1.0,baseline,0.052809375000000006,0.054000000000000006,0.10680937500000001,0.06256400000000001,0.10680937500000001,0.1001269532625,True,development_stage_presale_lvr_proxy,0.10680937500000001,development,Unknown,Early Construction,NotApplicable,Industrial,Elevated,6.0,Satisfactory,1.15
106,Development,NSW,Industrial,Manufacturing,5,47407871.88,62440391.41,14803514.79,47827963.84,62440391.41,36893793.21,0.7782,0.5909,31638638.3,1610649.47,33249287.76,0.7934,Near-Complete,0.8277,51679050.74,10932491.16,2020-01-19,Builder Insolvency,0.0862,0.0562,0.0862,0.234,1,17,0.0,3.5,Elevated,0.0862,max_contract_vs_cost_of_funds,62440391.41,0.7934,10932491.16,0.03,0.03,0.03,1.3387160838291472,1.075,1.4391197901163333,1.4391197901163333,macro_plus_industry,v1.0,baseline,0.04317359370349,0.054000000000000006,0.09717359370349,0.179324,0.09717359370349,0.07974803618620536,True,development_stage_presale_lvr_proxy,0.09717359370349,development,Unknown,Near-Complete,NotApplicable,Industrial,Elevated,9.0,Strong,0.7
107,Development,QLD,Mixed-Use,Construction,66,27538043.99,34552826.66,8017693.29,25963818.8,34552826.66,21609011.62,0.7847,0.6254,18431415.54,1042854.65,19474270.19,0.8181,Near-Complete,0.6623,22883676.22,5644030.16,2024-03-12,90 DPD,0.0796,0.0616,0.0796,0.2486,1,16,0.0,2.68,Medium,0.0796,max_contract_vs_cost_of_funds,34552826.66,0.8181,5644030.16,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.3333847082726895,1.0135,1.351385401834371,1.351385401834371,macro_plus_industry,v1.0,baseline,0.01837884146494745,0.05072,0.06909884146494745,0.159476,0.06909884146494745,0.058079234623483494,True,development_stage_presale_lvr_proxy,0.06909884146494745,development,Unknown,Near-Complete,NotApplicable,Mixed-Use,Medium,9.0,Strong,0.7
108,Development,VIC,Mixed-Use,Construction,37,28639394.37,42149261.61,7798895.79,36415357.35,42149261.61,22791273.2,0.7958,0.5407,21866474.06,1085437.09,22951911.15,1.0,Complete Unsold,0.7418,31268411.3,1179.4,2023-09-06,Pre-sale Shortfall,0.0987,0.0759,0.0987,0.136,0,13,0.0,2.68,Medium,0.0987,max_contract_vs_cost_of_funds,42149261.61,1.0,1179.4,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2571354157097285,1.0135,1.2741067438218099,1.2741067438218099,macro_plus_industry,v1.0,baseline,0.017327851715976617,0.05072,0.06804785171597662,0.12901600000000002,0.06804785171597662,0.05926859007898818,True,development_stage_presale_lvr_proxy,0.06804785171597662,development,Unknown,Complete Unsold,NotApplicable,Mixed-Use,Medium,9.0,Strong,0.7
109,Development,NSW,Residential Apartments,Construction,65,10781245.7,13903562.52,3519042.44,6445377.01,13903562.52,7413816.38,0.6877,0.5332,5182911.93,258962.08,5441874.01,0.394,Mid-Construction,0.5954,8278368.26,6509919.5,2019-05-28,Builder Insolvency,0.0917,0.0745,0.0917,0.5364,1,16,0.131464,2.68,Medium,0.0917,max_contract_vs_cost_of_funds,13903562.52,0.394,6509919.5,0.013600000000000003,0.145064,0.145064,1.6740620000000002,1.0135,1.6966618370000002,1.6966618370000002,macro_plus_industry,v1.0,baseline,0.24612455272256803,0.05072,0.29684455272256804,0.091448,0.29684455272256804,0.26969871206519463,True,development_stage_presale_lvr_proxy,0.29684455272256804,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
110,Development,NSW,Residential Apartments,Construction,98,28781570.48,36576259.01,10441929.97,29507513.0,36576259.01,17052403.72,0.5925,0.4662,15269251.24,777920.34,16047171.58,0.8231,Near-Complete,0.6681,24436969.53,5691389.4,2023-03-23,Builder Insolvency,0.0803,0.0568,0.0803,0.1933,0,9,0.0,2.68,Medium,0.0803,max_contract_vs_cost_of_funds,36576259.01,0.8231,5691389.4,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.3297697831265811,1.0135,1.3477216751987902,1.3477216751987902,macro_plus_industry,v1.0,baseline,0.01832901478270355,0.05072,0.06904901478270355,0.160172,0.06904901478270355,0.057989295986928355,True,development_stage_presale_lvr_proxy,0.06904901478270355,development,Unknown,Near-Complete,NotApplicable,Residential Apartments,Medium,10.0,Strong,0.7
111,Development,NSW,Industrial,Manufacturing,6,18374804.61,21804994.58,5930313.27,19379027.9,21804994.58,14229860.64,0.7744,0.6526,12618226.83,446771.88,13064998.7,0.719,Near-Complete,0.6401,13957803.92,4964213.1,2020-02-09,Builder Insolvency,0.0989,0.0638,0.0989,0.1113,1,20,0.147385,3.5,Elevated,0.0989,max_contract_vs_cost_of_funds,21804994.58,0.719,4964213.1,0.03,0.177385,0.177385,1.3193708797941897,1.075,1.4183236957787537,1.4183236957787537,macro_plus_industry,v1.0,baseline,0.2515893487757142,0.054000000000000006,0.3055893487757142,0.156812,0.3055893487757142,0.2576692718154969,True,development_stage_presale_lvr_proxy,0.3055893487757142,development,Unknown,Near-Complete,NotApplicable,Industrial,Elevated,7.0,Good,0.9
112,Development,VIC,Residential Houses/Lots,Construction,36,45270827.48,64890875.34,14612130.31,28932385.95,64890875.34,25970086.46,0.5737,0.4002,17511719.69,915936.45,18427656.14,0.5045,Mid-Construction,0.7968,51702939.27,23876243.76,2022-05-17,Cost Overrun,0.1033,0.0767,0.1033,0.5541,0,10,0.003816,2.68,Medium,0.1033,max_contract_vs_cost_of_funds,64890875.34,0.5045,23876243.76,0.013600000000000003,0.017416,0.017416,1.6821155,1.0135,1.7048240592500001,1.7048240592500001,macro_plus_industry,v1.0,baseline,0.029691215815898005,0.05072,0.08041121581589801,0.115616,0.08041121581589801,0.07111439268812715,True,development_stage_presale_lvr_proxy,0.08041121581589801,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,8.0,Good,0.9
113,Development,NSW,Residential Houses/Lots,Construction,40,75479609.43,94107052.2,30703752.7,81327238.05,94107052.2,52312897.66,0.6931,0.5559,49424865.68,3927492.95,53352358.63,1.0,Complete Unsold,0.8707,81937224.21,0.0,2024-04-08,Interest Reserve Exhausted,0.0902,0.0796,0.0902,0.1358,0,9,0.0,2.68,Medium,0.0902,max_contract_vs_cost_of_funds,94107052.2,1.0,0.0,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.257036,1.0135,1.2740059860000001,1.2740059860000001,macro_plus_industry,v1.0,baseline,0.017326481409600004,0.05072,0.06804648140960001,0.144484,0.06804648140960001,0.05821485358961536,True,development_stage_presale_lvr_proxy,0.06804648140960001,development,Unknown,Complete Unsold,NotApplicable,Residential Houses/Lots,Medium,9.0,Strong,0.7
114,Development,QLD,Residential Houses/Lots,Construction,6,68038177.52,82305330.76,18877741.65,49252265.78,82305330.76,40374476.48,0.5934,0.4905,29870266.25,1744807.16,31615073.41,0.6814,Mid-Construction,0.492,40490840.77,19924756.66,2021-08-28,Pre-sale Shortfall,0.0821,0.06,0.0821,0.4016,0,10,0.0,2.68,Medium,0.0821,max_contract_vs_cost_of_funds,82305330.76,0.6814,19924756.66,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6127280000000002,1.0135,1.6344998280000003,1.6344998280000003,macro_plus_industry,v1.0,baseline,0.022229197660800008,0.05072,0.0729491976608,0.08,0.0729491976608,0.067113261847936,True,development_stage_presale_lvr_proxy,0.0729491976608,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,7.0,Good,0.9
115,Development,VIC,Residential Houses/Lots,Construction,41,46440094.85,59217116.13,12893702.05,23161316.12,59217116.13,28231791.78,0.6079,0.4768,18843936.41,713730.31,19557666.73,0.3982,Mid-Construction,0.6201,36719160.41,26621405.96,2019-12-10,Cost Overrun,0.0989,0.0655,0.0989,0.6,1,17,0.0,2.68,Medium,0.0989,max_contract_vs_cost_of_funds,59217116.13,0.3982,26621405.96,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.703,1.0135,1.7259905000000002,1.7259905000000002,macro_plus_industry,v1.0,baseline,0.023473470800000007,0.05072,0.07419347080000001,0.094412,0.07419347080000001,0.06718871683483041,True,development_stage_presale_lvr_proxy,0.07419347080000001,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,8.0,Good,0.9
116,Development,WA,Residential Apartments,Construction,52,12833883.44,15830986.83,3516465.51,13515128.79,15830986.83,8276722.0,0.6449,0.5228,8044420.99,373913.29,8418334.29,1.0,Complete Unsold,0.5321,8423309.44,0.0,2022-02-27,Builder Insolvency,0.0814,0.0761,0.0814,0.1463,0,12,0.0,2.68,Medium,0.0814,max_contract_vs_cost_of_funds,15830986.83,1.0,0.0,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2614459999999998,1.0135,1.2784755209999998,1.2784755209999998,macro_plus_industry,v1.0,baseline,0.0173872670856,0.05072,0.0681072670856,0.10385200000000001,0.0681072670856,0.06103419118422626,True,development_stage_presale_lvr_proxy,0.0681072670856,development,Unknown,Complete Unsold,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
117,Development,NSW,Residential Apartments,Construction,88,58218689.9,73917030.32,14716051.85,14716051.85,73917030.32,33902940.52,0.5823,0.4587,15150940.2,1035776.29,16186716.49,0.0,Pre-Construction,0.357,26386037.88,60567351.41,2018-01-15,Pre-sale Shortfall,0.0921,0.056,0.0921,0.6,0,8,0.390985,2.68,Medium,0.0921,max_contract_vs_cost_of_funds,73917030.32,0.0,60567351.41,0.013600000000000003,0.40458500000000003,0.40458500000000003,1.572,1.0135,1.5932220000000001,1.5932220000000001,macro_plus_industry,v1.0,baseline,0.64459372287,0.05072,0.69531372287,0.03,0.69531372287,0.6744543111839,True,development_stage_presale_lvr_proxy,0.69531372287,development,Unknown,Pre-Construction,NotApplicable,Residential Apartments,Medium,5.0,Satisfactory,1.15
118,Development,QLD,Residential Houses/Lots,Construction,47,19606545.76,23094123.47,8075593.38,13340213.13,23094123.47,15545751.28,0.7929,0.6731,9902700.34,718562.15,10621262.49,0.4941,Mid-Construction,0.4177,9646970.06,11230596.52,2021-06-16,Interest Reserve Exhausted,0.103,0.0611,0.103,0.4224,0,17,0.335795,2.68,Medium,0.103,max_contract_vs_cost_of_funds,23094123.47,0.4941,11230596.52,0.013600000000000003,0.349395,0.349395,1.622192,1.0135,1.644091592,1.644091592,macro_plus_industry,v1.0,baseline,0.57443738178684,0.05072,0.62515738178684,0.08,0.62515738178684,0.5751447912438928,True,development_stage_presale_lvr_proxy,0.62515738178684,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,5.0,Satisfactory,1.15
119,Development,WA,Commercial Office,Professional Services,9,53951190.85,64290354.5,21512222.45,51558692.61,64290354.5,39407220.54,0.7304,0.613,32357105.83,2180197.35,34537303.18,0.8072,Near-Complete,0.8432,54209870.57,10064915.96,2018-09-24,90 DPD,0.0843,0.0836,0.0843,0.198,1,14,0.0,2.18,Medium,0.0843,max_contract_vs_cost_of_funds,64290354.5,0.8072,10064915.96,0.0036000000000000034,0.0036000000000000034,0.0036000000000000034,1.3134787083983925,0.976,1.281955219396831,1.281955219396831,macro_plus_industry,v1.0,baseline,0.004615038789828596,0.048720000000000006,0.0533350387898286,0.181184,0.0533350387898286,0.04367158312173229,True,development_stage_presale_lvr_proxy,0.0533350387898286,development,Unknown,Near-Complete,NotApplicable,Commercial Office,Low,11.0,Strong,0.7
120,Development,NSW,Residential Apartments,Construction,75,47011007.28,63524075.45,13639713.14,26046011.2,63524075.45,28539739.72,0.6071,0.4493,19998181.84,1454839.68,21453021.52,0.431,Mid-Construction,0.6579,41794618.69,30123010.84,2021-12-02,Pre-sale Shortfall,0.105,0.0553,0.105,0.59,0,11,0.396413,2.68,Medium,0.105,max_contract_vs_cost_of_funds,63524075.45,0.431,30123010.84,0.013600000000000003,0.410013,0.410013,1.69845,1.0135,1.7213790750000002,1.7213790750000002,macro_plus_industry,v1.0,baseline,0.7057877986779751,0.05072,0.7565077986779751,0.09894800000000001,0.7565077986779751,0.6816528650143868,True,development_stage_presale_lvr_proxy,0.7565077986779751,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
121,Development,VIC,Residential Apartments,Construction,93,72564608.32,88245662.49,25651808.85,43212973.9,88245662.49,51180974.41,0.7053,0.58,36617940.3,2439767.85,39057708.15,0.4927,Mid-Construction,0.5691,50219443.36,35939695.17,2023-09-19,Builder Insolvency,0.0864,0.0587,0.0864,0.5103,0,11,0.435233,2.68,Medium,0.0864,max_contract_vs_cost_of_funds,88245662.49,0.4927,35939695.17,0.013600000000000003,0.448833,0.448833,1.6621865,1.0135,1.68462601775,1.68462601775,macro_plus_industry,v1.0,baseline,0.7561157494247858,0.05072,0.8068357494247858,0.08829200000000001,0.8068357494247858,0.7355986074365726,True,development_stage_presale_lvr_proxy,0.8068357494247858,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,6.0,Satisfactory,1.15
122,Development,VIC,Residential Houses/Lots,Construction,27,54589374.7,63845974.17,14917649.76,59253558.51,63845974.17,42215686.64,0.7733,0.6612,39207992.0,1438190.47,40646182.47,1.0,Complete Unsold,0.8546,54561852.17,0.0,2022-08-06,Builder Insolvency,0.1012,0.0582,0.1012,0.0719,0,6,0.0,2.68,Medium,0.1012,max_contract_vs_cost_of_funds,63845974.17,1.0,0.0,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2301980000000001,1.0135,1.2468056730000001,1.2468056730000001,macro_plus_industry,v1.0,baseline,0.016956557152800006,0.05072,0.06767655715280001,0.142552,0.06767655715280001,0.05802912857755406,True,development_stage_presale_lvr_proxy,0.06767655715280001,development,Unknown,Complete Unsold,NotApplicable,Residential Houses/Lots,Medium,8.0,Good,0.9
123,Development,WA,Mixed-Use,Construction,35,75162127.07,114717812.18,23510044.05,32729844.37,114717812.18,58914295.6,0.7838,0.5136,31363330.37,1980847.46,33344177.83,0.2085,Early Construction,0.3144,36067210.81,53748296.41,2023-06-02,Builder Insolvency,0.0809,0.0637,0.0809,0.6,1,22,0.0,2.68,Medium,0.0809,max_contract_vs_cost_of_funds,114717812.18,0.2085,53748296.41,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6708333333333334,1.0135,1.6933895833333334,1.6933895833333334,macro_plus_industry,v1.0,baseline,0.02303009833333334,0.05072,0.07375009833333335,0.05,0.07375009833333335,0.07006259341666668,True,development_stage_presale_lvr_proxy,0.07375009833333335,development,Unknown,Early Construction,NotApplicable,Mixed-Use,Medium,6.0,Satisfactory,1.15
124,Development,VIC,Industrial,Manufacturing,1,19193078.33,28815160.48,5269561.16,6654810.58,28815160.48,15254141.97,0.7948,0.5294,8785640.57,431869.75,9217510.32,0.102,Early Construction,0.65,18728773.75,16896684.23,2023-12-31,Pre-sale Shortfall,0.0755,0.0746,0.0755,0.6,1,21,0.653206,3.5,Elevated,0.0755,max_contract_vs_cost_of_funds,28815160.48,0.102,16896684.23,0.03,0.683206,0.683206,1.6625,1.075,1.7871875,1.7871875,macro_plus_industry,v1.0,baseline,1.2210172231249998,0.054000000000000006,1.2750172231249999,0.068,1.0,0.9319999999999999,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Industrial,Elevated,6.0,Satisfactory,1.15
125,Development,NSW,Residential Apartments,Construction,102,37470157.7,53785347.31,12638636.56,28115504.47,53785347.31,24231756.02,0.6467,0.4505,16281986.79,1273167.73,17555154.52,0.497,Mid-Construction,0.6801,36577378.44,19309356.05,2023-01-09,Interest Reserve Exhausted,0.0976,0.0695,0.0976,0.4773,0,23,0.15294,2.68,Medium,0.0976,max_contract_vs_cost_of_funds,53785347.31,0.497,19309356.05,0.013600000000000003,0.16654,0.16654,1.6905048333333337,1.0135,1.7133266485833338,1.7133266485833338,macro_plus_industry,v1.0,baseline,0.2853374200550684,0.05072,0.3360574200550684,0.10161200000000001,0.3360574200550684,0.30190995348843275,True,development_stage_presale_lvr_proxy,0.3360574200550684,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
126,Development,NSW,Residential Apartments,Construction,49,33938033.55,46041212.0,8770663.9,18207979.96,46041212.0,20026971.1,0.5901,0.435,15759405.14,964686.81,16724091.95,0.4298,Mid-Construction,0.4233,19487093.35,19166174.09,2019-05-09,Cost Overrun,0.0933,0.0597,0.0933,0.6,1,17,0.156659,2.68,Medium,0.0933,max_contract_vs_cost_of_funds,46041212.0,0.4298,19166174.09,0.013600000000000003,0.170259,0.170259,1.703,1.0135,1.7259905000000002,1.7259905000000002,macro_plus_industry,v1.0,baseline,0.29386541653950005,0.05072,0.34458541653950003,0.08,0.34458541653950003,0.31701858321634,True,development_stage_presale_lvr_proxy,0.34458541653950003,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
127,Development,QLD,Residential Apartments,Construction,29,58786026.1,75935205.12,15582581.27,70492196.07,75935205.12,35737736.0,0.6079,0.4706,33526729.92,2369200.79,35895930.72,0.9543,Complete Unsold,0.9815,74529246.96,2957556.73,2019-08-12,Pre-sale Shortfall,0.1023,0.0764,0.1023,0.0717,0,8,0.0,2.68,Medium,0.1023,max_contract_vs_cost_of_funds,75935205.12,0.9543,2957556.73,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2548317605150003,1.0135,1.271771989281953,1.271771989281953,macro_plus_industry,v1.0,baseline,0.017296099054234564,0.05072,0.06801609905423456,0.15778,0.06801609905423456,0.05728451894545743,True,development_stage_presale_lvr_proxy,0.06801609905423456,development,Unknown,Complete Unsold,NotApplicable,Residential Apartments,Medium,10.0,Strong,0.7
128,Development,VIC,Mixed-Use,Construction,114,22806144.39,34446834.57,7360690.85,28842295.97,34446834.57,16034898.61,0.7031,0.4655,12888634.48,712117.38,13600751.86,0.71,Near-Complete,0.7975,27472507.49,6379543.76,2018-09-18,Builder Insolvency,0.0959,0.0613,0.0959,0.1627,1,12,0.0,2.68,Medium,0.0959,max_contract_vs_cost_of_funds,34446834.57,0.71,6379543.76,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.33048675,1.0135,1.348448321125,1.348448321125,macro_plus_industry,v1.0,baseline,0.018338897167300004,0.05072,0.0690588971673,0.17570000000000002,0.0690588971673,0.05692524893500539,True,development_stage_presale_lvr_proxy,0.0690588971673,development,Unknown,Near-Complete,NotApplicable,Mixed-Use,Medium,10.0,Strong,0.7
129,Development,VIC,Commercial Office,Professional Services,6,7808864.62,12377707.85,3124566.89,10427086.78,12377707.85,5968841.77,0.7644,0.4822,4943456.82,314832.95,5258289.76,0.8073,Near-Complete,0.5191,6425679.01,1551759.62,2022-03-30,Cost Overrun,0.0789,0.0591,0.0789,0.1576,1,7,0.0,2.18,Medium,0.0789,max_contract_vs_cost_of_funds,12377707.85,0.8073,1551759.62,0.0036000000000000034,0.0036000000000000034,0.0036000000000000034,1.2982773447208888,0.9760000000000001,1.2671186884475876,1.2671186884475876,macro_plus_industry,v1.0,baseline,0.0045616272784113196,0.048720000000000006,0.05328162727841133,0.142292,0.05328162727841133,0.04570007796971162,True,development_stage_presale_lvr_proxy,0.05328162727841133,development,Unknown,Near-Complete,NotApplicable,Commercial Office,Low,10.0,Strong,0.7
130,Development,VIC,Residential Apartments,Construction,111,74711793.34,103058288.31,20840483.27,96860836.55,103058288.31,51308176.87,0.6867,0.4979,47073027.07,2159665.41,49232692.48,1.0,Complete Unsold,0.9619,99135795.5,0.0,2018-02-12,Interest Reserve Exhausted,0.0795,0.0718,0.0795,0.0601,0,12,0.0,2.68,Medium,0.0795,max_contract_vs_cost_of_funds,103058288.31,1.0,0.0,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.225242,1.0135,1.2417827670000001,1.2417827670000001,macro_plus_industry,v1.0,baseline,0.016888245631200005,0.05072,0.0676082456312,0.155428,0.0676082456312,0.05710003122923385,True,development_stage_presale_lvr_proxy,0.0676082456312,development,Unknown,Complete Unsold,NotApplicable,Residential Apartments,Medium,10.0,Strong,0.7
131,Development,NT,Residential Apartments,Construction,101,75272988.1,108394137.42,24357315.44,89927273.17,108394137.42,43188093.99,0.5738,0.3984,39812426.94,2901796.21,42714223.15,0.819,Near-Complete,0.5975,64767647.6,14962875.6,2018-11-30,90 DPD,0.0954,0.0772,0.0954,0.1704,1,19,0.0,2.68,Medium,0.0954,max_contract_vs_cost_of_funds,108394137.42,0.819,14962875.6,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.3269644768731454,1.0135,1.344878497310933,1.344878497310933,macro_plus_industry,v1.0,baseline,0.01829034756342869,0.05072,0.06901034756342869,0.15170000000000003,0.06901034756342869,0.058541477838056556,True,development_stage_presale_lvr_proxy,0.06901034756342869,development,Unknown,Near-Complete,NotApplicable,Residential Apartments,Medium,9.0,Strong,0.7
132,Development,VIC,Residential Apartments,Construction,78,48755379.07,67082130.94,17950955.61,36058738.55,67082130.94,30169993.35,0.6188,0.4497,19167775.23,1454512.15,20622287.38,0.4918,Mid-Construction,0.7296,48942443.45,22428067.98,2021-03-21,90 DPD,0.0832,0.0687,0.0832,0.4625,1,16,0.0,2.68,Medium,0.0832,max_contract_vs_cost_of_funds,67082130.94,0.4918,22428067.98,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6404375000000002,1.0135,1.6625834062500002,1.6625834062500002,macro_plus_industry,v1.0,baseline,0.022611134325000008,0.05072,0.073331134325,0.10755200000000001,0.073331134325,0.0654442241660776,True,development_stage_presale_lvr_proxy,0.073331134325,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
133,Development,WA,Residential Apartments,Construction,49,11218559.12,13541707.16,3229614.16,6983003.62,13541707.16,8760902.47,0.7809,0.647,7001291.05,492428.54,7493719.59,0.6781,Mid-Construction,0.5868,7946187.58,3602552.23,2020-06-17,Cost Overrun,0.0855,0.0592,0.0855,0.4843,1,18,0.148387,2.68,Medium,0.0855,max_contract_vs_cost_of_funds,13541707.16,0.6781,3602552.23,0.013600000000000003,0.161987,0.161987,1.6503565000000002,1.0135,1.6726363127500004,1.6726363127500004,macro_plus_industry,v1.0,baseline,0.2709453383934343,0.05072,0.3216653383934343,0.090416,0.3216653383934343,0.29258164515725354,True,development_stage_presale_lvr_proxy,0.3216653383934343,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,6.0,Satisfactory,1.15
134,Development,QLD,Mixed-Use,Construction,97,6969171.02,10438746.34,3095919.23,8507001.11,10438746.34,5054630.89,0.7253,0.4842,4519128.52,150253.38,4669381.89,0.8269,Near-Complete,0.9734,10161383.15,1305076.74,2021-07-05,Pre-sale Shortfall,0.1044,0.0681,0.1044,0.1851,1,13,0.0,2.68,Medium,0.1044,max_contract_vs_cost_of_funds,10438746.34,0.8269,1305076.74,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.3048580457520038,1.0135,1.322473629369656,1.322473629369656,macro_plus_industry,v1.0,baseline,0.017985641359427325,0.05072,0.06870564135942733,0.196808,0.06870564135942733,0.05518382149476116,True,development_stage_presale_lvr_proxy,0.06870564135942733,development,Unknown,Near-Complete,NotApplicable,Mixed-Use,Medium,11.0,Strong,0.7
135,Development,NSW,Residential Apartments,Construction,47,51111753.46,63983930.29,21808891.78,22736346.7,63983930.29,38993371.44,0.7629,0.6094,19360481.44,1074486.31,20434967.75,0.0341,Early Construction,0.6754,43212106.59,49051674.46,2022-09-13,Pre-sale Shortfall,0.0815,0.0627,0.0815,0.6,0,14,0.417949,2.68,Medium,0.0815,max_contract_vs_cost_of_funds,63983930.29,0.0341,49051674.46,0.013600000000000003,0.431549,0.431549,1.6375000000000002,1.0135,1.6596062500000004,1.6596062500000004,macro_plus_industry,v1.0,baseline,0.7162014175812502,0.05072,0.7669214175812502,0.071048,0.7669214175812502,0.7124331847049375,True,development_stage_presale_lvr_proxy,0.7669214175812502,development,Unknown,Early Construction,NotApplicable,Residential Apartments,Medium,6.0,Satisfactory,1.15
