loan_id,product,cashflow_product,state,industry,annual_revenue,ebitda,ebitda_margin,leverage_ratio,dscr,bureau_score,fcf_margin,revenue_cagr,conduct_classification,years_in_business,pd_estimate,pd_score_band,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_receivables_security,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,industry_recovery_haircut,lgd_industry_adjusted,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,dscr_stress_overlay,conduct_overlay,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
310,Cashflow Lending,Equipment Finance,QLD,Real Estate,8992741.41,549422.58,0.0611,6.49,1.3855,625,0.1548,-0.0724,Green,12,0.052439,C,Term,3037086.79,2974327.67,62759.12,1.0,3037086.79,Senior Unsecured,0,0.1279,2019-08-22,Covenant Breach,0.0917,0.0766,0.0917,DOCA,7,0.782329,2.9,Medium,3.8,2.7,0.018,0.8003290000000001,1.1,1.03,1.1330000000000002,1.1330000000000002,macro_plus_industry,v1.0,baseline,0.9067727570000003,0.041280000000000004,0.9480527570000002,0.0,0.0,0.45,0.9480527570000002,cashflow_lending,C,Equipment Finance,Equipment Finance,NotApplicable,Medium
311,Cashflow Lending,Business Term Loan,NSW,Retail Trade,2274780.54,330605.89,0.1453,15.95,1.9747,702,-0.0324,0.1129,Green,18,0.029895,B,Term,3513600.43,3369482.35,144118.08,1.0,3513600.43,Senior Unsecured,0,0.1398,2019-01-18,Cash Flow Shortfall,0.0946,0.0631,0.0946,Workout,12,0.671063,3.23,Elevated,3.1,3.2,0.0246,0.6956629999999999,1.14,1.05475,1.202415,1.202415,macro_plus_industry,v1.0,baseline,0.8364756261449999,0.0402192,0.8766948261449999,0.0,0.0,0.45,0.8766948261449999,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
312,Cashflow Lending,Trade Finance,QLD,Information Technology,1160144.47,166441.95,0.1435,54.81,1.1973,693,0.1129,0.2886,Amber,32,0.029495,B,Term,6520399.12,6366772.4,153626.71,1.0,6520399.12,Senior Secured,1,0.4168,2019-04-26,Covenant Breach,0.0796,0.058,0.0796,Voluntary Administration,28,0.607935,2.55,Medium,2.0,4.8,0.010999999999999996,0.618935,1.1366665333333335,1.00375,1.1409290328333335,1.1409290328333335,macro_plus_industry,v1.0,baseline,0.7061609109366993,0.038152,0.7513669109366993,0.0020540000000000003,0.005,0.4,0.7513669109366993,cashflow_lending,B,Trade Finance,Trade Finance,NotApplicable,Medium
313,Cashflow Lending,Business Term Loan,NSW,Education & Training,300000.0,17198.27,0.0573,228.06,3.3391,606,0.0458,0.225,Amber,25,0.020379,A,Term,2062866.03,1989638.09,73227.95,1.0,2062866.03,Senior Unsecured,0,0.0272,2023-03-21,Cash Flow Shortfall,0.0699,0.0748,0.0748,Voluntary Administration,8,0.545836,2.3,Medium,1.8,5.0,0.005999999999999997,0.551836,1.1199999999999999,0.9850000000000001,1.1032,1.1032,macro_plus_industry,v1.0,baseline,0.6087854751999999,0.033456,0.6472414752,0.0,0.005,0.45,0.6472414752,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Low
314,Cashflow Lending,Working Capital Facility,VIC,Utilities,1888214.81,244242.88,0.1294,55.83,3.1934,600,0.1181,0.0833,Green,1,0.021788,A,Revolving,7975740.85,5892177.29,2083563.56,0.5454,7028491.43,Senior Unsecured,0,0.1494,2018-01-06,Voluntary Administration,0.0847,0.056,0.0847,Write-off,11,0.544036,1.9,Low,3.0,3.5,0.0,0.544036,1.17,0.955,1.1173499999999998,1.1173499999999998,macro_plus_industry,v1.0,baseline,0.6078786245999999,0.032368,0.6402466245999998,0.0,0.0,0.5,0.6402466245999998,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Low
315,Cashflow Lending,Merchant Cash Advance,VIC,Professional Services,1336639.42,123130.54,0.0921,75.52,1.0305,612,0.1886,-0.0559,Green,6,0.041046,B,Revolving,5186327.19,4675426.94,510900.25,0.756,5061651.17,Senior Unsecured,0,0.0623,2018-09-24,Covenant Breach,0.0983,0.0778,0.0983,DOCA,19,0.696068,2.18,Medium,2.3,4.3,0.0036000000000000034,0.6996680000000001,1.274980717948718,0.976,1.2443811807179488,1.2443811807179488,macro_plus_industry,v1.0,baseline,0.8706536919505659,0.0370272,0.9130708919505659,0.0053900000000000016,0.0,0.55,0.9130708919505659,cashflow_lending,B,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Low
316,Cashflow Lending,Invoice Finance,WA,Retail Trade,866928.64,120600.76,0.1391,47.07,2.8805,673,-0.0304,0.144,Green,14,0.041338,B,Revolving,3369821.04,2878537.21,491283.82,0.6643,3204889.43,Senior Secured,1,0.6278,2021-05-30,Voluntary Administration,0.1027,0.0578,0.1027,Workout,15,0.447116,3.23,Elevated,3.1,3.2,0.0246,0.471716,1.09,1.05475,1.1496775000000001,1.1496775000000001,macro_plus_industry,v1.0,baseline,0.5423212715900001,0.0402192,0.5825404715900001,0.0,0.0,0.35,0.5825404715900001,cashflow_lending,B,Invoice Finance,Invoice Finance,NotApplicable,Elevated
317,Cashflow Lending,Equipment Finance,VIC,Agriculture,5547061.12,697711.12,0.1258,7.45,2.5433,699,0.095,0.1616,Green,30,0.014899,A,Term,3629977.95,3213401.54,416576.41,1.0,3629977.95,Senior Unsecured,0,0.0096,2021-03-12,Cash Flow Shortfall,0.0819,0.0785,0.0819,Workout,24,0.566437,3.5,Elevated,2.9,3.6,0.03,0.596437,1.0914000000000001,1.075,1.1732550000000002,1.1732550000000002,macro_plus_industry,v1.0,baseline,0.6997726924350001,0.03672,0.736492692435,0.0,0.0,0.45,0.736492692435,cashflow_lending,A,Equipment Finance,Equipment Finance,NotApplicable,Elevated
318,Cashflow Lending,Business Line of Credit,NSW,Agriculture,3321256.55,211682.32,0.0637,8.28,1.1034,688,0.0096,0.201,Red,1,0.071228,C,Revolving,1780242.61,948907.46,831335.15,0.6482,1487742.18,Senior Unsecured,0,0.085,2020-07-08,Covenant Breach,0.0963,0.079,0.0963,Write-off,11,0.829452,3.5,Elevated,2.9,3.6,0.03,0.859452,1.221777230769231,1.075,1.3134105230769233,1.3134105230769233,macro_plus_industry,v1.0,baseline,1.1288133008795078,0.0432,1.1909453008795077,0.003932000000000002,0.015,0.5,1.0,cashflow_lending,C,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
319,Cashflow Lending,Business Line of Credit,VIC,Mining,3037560.98,187479.41,0.0617,28.24,0.92,674,0.1919,-0.1226,Green,8,0.032025,B,Revolving,4479767.85,3263620.42,1216147.43,0.6309,4030940.78,Senior Unsecured,0,0.1424,2022-02-03,Covenant Breach,0.0799,0.0575,0.0799,Voluntary Administration,7,0.736396,3.5,Elevated,3.5,2.9,0.03,0.7663960000000001,1.2317415384615382,1.075,1.3241221538461536,1.3241221538461536,macro_plus_industry,v1.0,baseline,1.014801922219077,0.04104,1.063441922219077,0.0076,0.0,0.5,1.0,cashflow_lending,B,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
320,Cashflow Lending,Business Line of Credit,NSW,Manufacturing,2021168.56,385889.28,0.1909,5.95,2.5018,592,0.1513,0.2814,Amber,21,0.018077,A,Revolving,1769133.3,1508861.86,260271.44,0.7916,1714884.78,Senior Unsecured,0,0.1134,2020-01-24,Voluntary Administration,0.0802,0.0789,0.0802,Workout,22,0.638181,3.5,Elevated,3.2,3.1,0.03,0.668181,1.1856,1.075,1.2745199999999999,1.2745199999999999,macro_plus_industry,v1.0,baseline,0.85161004812,0.03672,0.8933300481199999,0.0,0.005,0.5,0.8933300481199999,cashflow_lending,A,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
321,Cashflow Lending,Merchant Cash Advance,TAS,Real Estate,15920251.65,3359745.97,0.211,1.99,1.3498,663,0.1341,-0.1041,Green,29,0.025469,B,Revolving,5995428.91,3042840.28,2952588.63,0.6281,4897374.89,Senior Unsecured,0,0.0304,2024-05-08,Voluntary Administration,0.0871,0.0648,0.0871,Voluntary Administration,8,0.691307,2.9,Medium,3.8,2.7,0.018,0.709307,1.24,1.03,1.2772000000000001,1.2772000000000001,macro_plus_industry,v1.0,baseline,0.9059269004000001,0.039216,0.9451429004000002,0.0,0.0,0.55,0.9451429004000002,cashflow_lending,B,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Medium
322,Cashflow Lending,Business Term Loan,NSW,Agriculture,6192710.35,589328.24,0.0952,3.41,1.0784,651,0.0507,0.0771,Green,24,0.02561,B,Term,1157646.63,1087962.34,69684.28,1.0,1157646.63,Senior Unsecured,0,0.1464,2021-08-19,Bureau Downgrade,0.0942,0.0712,0.0942,Workout,13,0.745986,3.5,Elevated,2.9,3.6,0.03,0.7759860000000001,1.1633191384615382,1.075,1.2505680738461535,1.2505680738461535,macro_plus_industry,v1.0,baseline,0.9704233173515814,0.04104,1.0158953173515815,0.004432,0.0,0.45,1.0,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
323,Cashflow Lending,Invoice Finance,VIC,Mining,1137337.12,220146.21,0.1936,21.39,3.1845,684,-0.0437,0.1365,Amber,25,0.029841,B,Revolving,3619127.12,1668434.07,1950693.05,0.7604,3151650.32,Senior Secured,1,0.4718,2018-04-03,Covenant Breach,0.075,0.0581,0.075,Voluntary Administration,10,0.526815,3.5,Elevated,3.5,2.9,0.03,0.5568150000000001,1.09,1.075,1.17175,1.17175,macro_plus_industry,v1.0,baseline,0.6524479762500001,0.04104,0.69848797625,0.0,0.005,0.35,0.69848797625,cashflow_lending,B,Invoice Finance,Invoice Finance,NotApplicable,Elevated
324,Cashflow Lending,Trade Finance,VIC,Transport,7036852.14,560712.58,0.0797,1.46,0.9131,487,-0.0405,0.1772,Green,10,0.081494,D,Term,630477.88,529321.87,101156.01,1.0,630477.88,Senior Secured,1,0.4175,2021-02-09,Voluntary Administration,0.1009,0.0606,0.1009,Workout,23,0.652895,2.14,Medium,2.6,3.8,0.0028000000000000026,0.655695,1.1891899794871796,0.973,1.1570818500410258,1.1570818500410258,macro_plus_industry,v1.0,baseline,0.7586927836626505,0.04273280000000001,0.8091635836626505,0.007738000000000001,0.0,0.4,0.8091635836626505,cashflow_lending,D,Trade Finance,Trade Finance,NotApplicable,Low
325,Cashflow Lending,Equipment Finance,NSW,Agriculture,1095653.66,73711.01,0.0673,123.4,1.9256,619,0.0359,0.0179,Red,32,0.049687,B,Term,7486058.81,7356921.24,129137.57,1.0,7486058.81,Senior Unsecured,0,0.1848,2018-04-28,Bureau Downgrade,0.0896,0.0593,0.0896,Workout,6,0.7173,3.5,Elevated,2.9,3.6,0.03,0.7473000000000001,1.09,1.075,1.17175,1.17175,macro_plus_industry,v1.0,baseline,0.8756487750000002,0.04104,0.9316887750000001,0.0,0.015,0.45,0.9316887750000001,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Elevated
326,Cashflow Lending,Equipment Finance,QLD,Manufacturing,2257380.69,251171.27,0.1113,7.96,3.2633,635,0.1054,-0.1413,Green,22,0.024208,A,Term,1042867.37,906687.48,136179.89,1.0,1042867.37,Senior Unsecured,0,0.0236,2021-08-10,Cash Flow Shortfall,0.0705,0.0704,0.0705,Voluntary Administration,22,0.572251,3.5,Elevated,3.2,3.1,0.03,0.602251,1.0842666666666667,1.075,1.1655866666666668,1.1655866666666668,macro_plus_industry,v1.0,baseline,0.7019757355866667,0.03672,0.7386957355866667,0.0,0.0,0.45,0.7386957355866667,cashflow_lending,A,Equipment Finance,Equipment Finance,NotApplicable,Elevated
327,Cashflow Lending,Professional Practice Loan,NT,Manufacturing,2963774.88,224326.72,0.0757,36.53,2.6535,765,0.1631,0.1248,Red,1,0.024902,A,Term,7230848.84,7092585.87,138262.97,1.0,7230848.84,Senior Unsecured,0,0.1753,2021-06-10,Cash Flow Shortfall,0.071,0.0563,0.071,Workout,10,0.61725,3.5,Elevated,3.2,3.1,0.03,0.64725,1.07,1.075,1.15025,1.15025,macro_plus_industry,v1.0,baseline,0.7444993125,0.03672,0.7962193125,0.0,0.015,0.45,0.7962193125,cashflow_lending,A,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
328,Cashflow Lending,Business Term Loan,ACT,Accommodation & Food,735942.71,124124.15,0.1687,98.28,1.2666,816,-0.0132,0.2445,Green,9,0.021967,A,Term,6191914.21,5666855.69,525058.51,1.0,6191914.21,Senior Unsecured,0,0.1245,2019-05-15,Bureau Downgrade,0.0974,0.0629,0.0974,Voluntary Administration,24,0.626484,2.68,Medium,2.7,3.7,0.013600000000000003,0.6400840000000001,1.145853046153846,1.0135,1.1613220622769231,1.1613220622769231,macro_plus_industry,v1.0,baseline,0.7433436709104622,0.0344896,0.7785012709104622,0.0006680000000000019,0.0,0.45,0.7785012709104622,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Medium
329,Cashflow Lending,Equipment Finance,NSW,Real Estate,1041115.69,105139.62,0.101,1.8,2.0218,524,-0.049,0.148,Green,34,0.052983,C,Term,167786.88,151283.46,16503.42,1.0,167786.88,Senior Unsecured,0,0.1661,2022-09-17,Bureau Downgrade,0.0794,0.0517,0.0794,Workout,29,0.770951,2.9,Medium,3.8,2.7,0.018,0.7889510000000001,1.1403333333333334,1.03,1.1745433333333335,1.1745433333333335,macro_plus_industry,v1.0,baseline,0.9266571373766669,0.041280000000000004,0.9679371373766669,0.0,0.0,0.45,0.9679371373766669,cashflow_lending,C,Equipment Finance,Equipment Finance,NotApplicable,Medium
330,Cashflow Lending,Business Term Loan,VIC,Manufacturing,10799335.25,1337487.66,0.1238,0.93,3.2074,657,-0.0353,-0.051,Green,7,0.034274,B,Term,1150657.06,1133198.78,17458.28,1.0,1150657.06,Senior Unsecured,0,0.1752,2023-01-01,Cash Flow Shortfall,0.0918,0.051,0.0918,Write-off,23,0.630329,3.5,Elevated,3.2,3.1,0.03,0.660329,1.1589999999999998,1.075,1.2459249999999997,1.2459249999999997,macro_plus_industry,v1.0,baseline,0.8227204093249999,0.04104,0.8637604093249999,0.0,0.0,0.45,0.8637604093249999,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
331,Cashflow Lending,Business Term Loan,VIC,Financial Services,4442776.97,942161.19,0.2121,14.33,2.5557,603,0.0597,0.1468,Amber,18,0.026098,B,Term,7893245.65,6726849.32,1166396.33,1.0,7893245.65,Senior Unsecured,0,0.0353,2023-06-17,Cash Flow Shortfall,0.0941,0.0649,0.0941,Voluntary Administration,24,0.697187,2.45,Medium,2.5,4.0,0.009000000000000005,0.706187,1.1627999999999998,0.99625,1.1584394999999998,1.1584394999999998,macro_plus_industry,v1.0,baseline,0.8180749151864999,0.037848,0.8609229151864999,0.0,0.005,0.45,0.8609229151864999,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Low
332,Cashflow Lending,Working Capital Facility,WA,Arts & Recreation,8181060.29,1304952.89,0.1595,0.42,2.5863,806,0.0617,-0.0048,Green,33,0.01884,A,Revolving,286743.67,247872.25,38871.42,0.7682,277732.44,Senior Unsecured,0,0.0486,2022-05-30,Voluntary Administration,0.0909,0.0559,0.0909,Write-off,7,0.583165,3.1,Elevated,2.4,3.3,0.022000000000000002,0.6051650000000001,1.17,1.045,1.2226499999999998,1.2226499999999998,macro_plus_industry,v1.0,baseline,0.73990498725,0.035632000000000004,0.77553698725,0.0,0.0,0.5,0.77553698725,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Elevated
333,Cashflow Lending,Trade Finance,NSW,Accommodation & Food,1195364.32,155428.61,0.13,4.98,1.8118,641,-0.0117,0.1703,Green,33,0.029495,B,Term,595193.31,515998.17,79195.14,1.0,595193.31,Senior Secured,1,0.4219,2023-02-13,Bureau Downgrade,0.09,0.0699,0.09,DOCA,22,0.575402,2.68,Medium,2.7,3.7,0.013600000000000003,0.589002,1.1045333333333336,1.0135,1.1194445333333336,1.1194445333333336,macro_plus_industry,v1.0,baseline,0.6593550690224002,0.0385472,0.6979022690224002,0.0,0.0,0.4,0.6979022690224002,cashflow_lending,B,Trade Finance,Trade Finance,NotApplicable,Medium
334,Cashflow Lending,Business Term Loan,WA,Agriculture,792286.57,91809.49,0.1159,103.78,3.3858,566,0.0849,0.1861,Green,3,0.023545,A,Term,6033800.57,4928338.79,1105461.78,1.0,6033800.57,Senior Unsecured,0,0.1501,2023-09-08,90 DPD,0.0996,0.0649,0.0996,Voluntary Administration,18,0.572511,3.5,Elevated,2.9,3.6,0.03,0.602511,1.1199999999999999,1.075,1.2039999999999997,1.2039999999999997,macro_plus_industry,v1.0,baseline,0.7254232439999999,0.03672,0.7621432439999999,0.0,0.0,0.45,0.7621432439999999,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Elevated
335,Cashflow Lending,Working Capital Facility,WA,Professional Services,1381016.42,303324.17,0.2196,22.35,2.9534,728,0.1569,0.1234,Green,6,0.015523,A,Revolving,3866989.83,3371471.06,495518.77,0.6867,3711741.17,Senior Unsecured,0,0.0573,2021-03-04,90 DPD,0.0811,0.0787,0.0811,DOCA,9,0.542934,2.18,Medium,2.3,4.3,0.0036000000000000034,0.5465340000000001,1.17,0.9759999999999999,1.1419199999999998,1.1419199999999998,macro_plus_industry,v1.0,baseline,0.62409810528,0.0331296,0.65722770528,0.0,0.0,0.5,0.65722770528,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Low
336,Cashflow Lending,Professional Practice Loan,SA,Agriculture,17126991.37,1696493.67,0.0991,6.94,1.6646,643,-0.0113,0.1338,Amber,16,0.042797,B,Term,7056490.69,6977541.93,78948.75,1.0,7056490.69,Senior Unsecured,0,0.1569,2023-08-09,Cash Flow Shortfall,0.0728,0.0666,0.0728,Write-off,25,0.730544,3.5,Elevated,2.9,3.6,0.03,0.760544,1.1154333333333335,1.075,1.1990908333333334,1.1990908333333334,macro_plus_industry,v1.0,baseline,0.9119613387466667,0.04104,0.9580013387466667,0.0,0.005,0.45,0.9580013387466667,cashflow_lending,B,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
337,Cashflow Lending,Working Capital Facility,NSW,Wholesale Trade,5501692.64,283217.05,0.0515,3.48,1.5907,560,0.0836,0.1747,Green,15,0.043341,B,Revolving,745877.25,659762.66,86114.59,0.6585,716467.27,Senior Unsecured,0,0.0215,2023-07-29,Covenant Breach,0.0835,0.0554,0.0835,Voluntary Administration,12,0.682821,3.23,Elevated,3.5,2.9,0.0246,0.707421,1.19,1.05475,1.2551525000000001,1.2551525000000001,macro_plus_industry,v1.0,baseline,0.8879212367025,0.0402192,0.9281404367025,0.0,0.0,0.5,0.9281404367025,cashflow_lending,B,Working Capital Facility,Working Capital Facility,NotApplicable,Elevated
338,Cashflow Lending,Business Term Loan,NSW,Agriculture,12613931.88,2467290.75,0.1956,3.92,1.6826,690,0.0626,-0.13,Green,17,0.032261,B,Term,6860420.26,6425040.76,435379.5,1.0,6860420.26,Senior Unsecured,0,0.189,2020-07-02,Covenant Breach,0.1043,0.0653,0.1043,Write-off,7,0.679917,3.5,Elevated,2.9,3.6,0.03,0.709917,1.14,1.075,1.2254999999999998,1.2254999999999998,macro_plus_industry,v1.0,baseline,0.8700032834999999,0.04104,0.9110432834999999,0.0,0.0,0.45,0.9110432834999999,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
339,Cashflow Lending,Equipment Finance,NSW,Manufacturing,1294671.04,189637.44,0.1465,33.69,2.6156,642,0.0188,-0.1414,Green,14,0.035145,B,Term,3576951.93,3522148.47,54803.45,1.0,3576951.93,Senior Unsecured,0,0.1965,2019-04-28,Covenant Breach,0.0829,0.0556,0.0829,Workout,17,0.628927,3.5,Elevated,3.2,3.1,0.03,0.658927,1.09,1.075,1.17175,1.17175,macro_plus_industry,v1.0,baseline,0.7720977122500001,0.04104,0.8131377122500001,0.0,0.0,0.45,0.8131377122500001,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Elevated
340,Cashflow Lending,Invoice Finance,VIC,Manufacturing,698370.43,143634.15,0.2057,58.1,2.6363,739,-0.0195,0.2704,Amber,23,0.015896,A,Revolving,5525609.68,3845037.35,1680572.33,0.7138,5044594.71,Senior Secured,1,0.6301,2019-08-09,Cash Flow Shortfall,0.0792,0.0594,0.0792,Workout,18,0.44408,3.5,Elevated,3.2,3.1,0.03,0.47407999999999995,1.07,1.075,1.15025,1.15025,macro_plus_industry,v1.0,baseline,0.5453105199999999,0.03672,0.5870305199999999,0.0,0.005,0.35,0.5870305199999999,cashflow_lending,A,Invoice Finance,Invoice Finance,NotApplicable,Elevated
341,Cashflow Lending,Working Capital Facility,SA,Information Technology,2476406.99,114105.26,0.0461,50.94,2.3419,625,0.0888,0.2359,Green,29,0.018909,A,Revolving,3919167.99,2012123.52,1907044.46,0.5139,2992166.13,Senior Unsecured,0,0.0706,2020-10-16,Voluntary Administration,0.0932,0.0701,0.0932,Workout,16,0.594402,2.55,Medium,2.0,4.8,0.010999999999999996,0.605402,1.17,1.00375,1.1743875,1.1743875,macro_plus_industry,v1.0,baseline,0.710976541275,0.034136,0.7451125412749999,0.0,0.0,0.5,0.7451125412749999,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Medium
342,Cashflow Lending,Business Term Loan,NSW,Retail Trade,5949782.03,410380.19,0.069,6.06,2.4877,686,0.0261,-0.1448,Green,8,0.036711,B,Term,1544823.56,1360857.9,183965.65,1.0,1544823.56,Senior Unsecured,0,0.0281,2020-05-29,Covenant Breach,0.0887,0.0776,0.0887,Voluntary Administration,19,0.673857,3.23,Elevated,3.1,3.2,0.0246,0.698457,1.1438,1.05475,1.20642305,1.20642305,macro_plus_industry,v1.0,baseline,0.8426346242338499,0.0402192,0.88285382423385,0.0,0.0,0.45,0.88285382423385,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
343,Cashflow Lending,Merchant Cash Advance,NSW,Wholesale Trade,611964.97,117039.05,0.1913,45.92,1.3614,651,0.1638,0.169,Green,1,0.039209,B,Revolving,3123790.64,2772658.87,351131.77,0.5806,2976520.29,Senior Unsecured,0,0.0239,2024-03-09,Voluntary Administration,0.085,0.0695,0.085,DOCA,7,0.697206,3.23,Elevated,3.5,2.9,0.0246,0.721806,1.24,1.05475,1.30789,1.30789,macro_plus_industry,v1.0,baseline,0.9440428493399999,0.0402192,0.98426204934,0.0,0.0,0.55,0.98426204934,cashflow_lending,B,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Elevated
344,Cashflow Lending,Professional Practice Loan,NSW,Manufacturing,922855.93,59650.19,0.0646,38.76,2.434,758,0.0581,-0.1378,Amber,7,0.040325,B,Term,1525919.02,1436645.41,89273.61,1.0,1525919.02,Senior Unsecured,0,0.0526,2022-01-14,Voluntary Administration,0.0735,0.0576,0.0735,Workout,23,0.68097,3.5,Elevated,3.2,3.1,0.03,0.71097,1.1081666666666667,1.075,1.1912791666666667,1.1912791666666667,macro_plus_industry,v1.0,baseline,0.8469637491249999,0.04104,0.8930037491249999,0.0,0.005,0.45,0.8930037491249999,cashflow_lending,B,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
345,Cashflow Lending,Business Line of Credit,NSW,Retail Trade,490691.14,98461.97,0.2007,23.45,0.8964,597,0.0183,0.0053,Green,15,0.055449,C,Revolving,1407200.55,1080681.9,326518.65,0.667,1298475.5,Senior Unsecured,0,0.1235,2019-09-28,90 DPD,0.0748,0.0626,0.0748,Workout,14,0.76403,3.23,Elevated,3.1,3.2,0.0246,0.7886299999999999,1.2447064615384615,1.05475,1.3128541403076923,1.3128541403076923,macro_plus_industry,v1.0,baseline,1.0353561606708552,0.042336,1.0857641606708552,0.008072000000000001,0.0,0.5,1.0,cashflow_lending,C,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
346,Cashflow Lending,Business Term Loan,NSW,Financial Services,9811656.26,620647.47,0.0633,2.72,3.1889,628,0.1683,-0.0795,Green,2,0.024328,A,Term,1556466.31,1400702.48,155763.84,1.0,1556466.31,Senior Unsecured,0,0.0628,2018-12-23,Cash Flow Shortfall,0.0837,0.0767,0.0837,Workout,19,0.561179,2.45,Medium,2.5,4.0,0.009000000000000005,0.570179,1.1237333333333333,0.9962500000000001,1.1195193333333333,1.1195193333333333,macro_plus_industry,v1.0,baseline,0.6383264139606667,0.033864000000000005,0.6721904139606667,0.0,0.0,0.45,0.6721904139606667,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Low
347,Cashflow Lending,Equipment Finance,NSW,Financial Services,2690183.09,473667.32,0.1761,14.94,1.6268,665,0.0475,-0.0913,Green,15,0.043336,B,Term,5315537.34,4799328.3,516209.03,1.0,5315537.34,Senior Unsecured,0,0.1451,2020-02-07,Covenant Breach,0.1022,0.0641,0.1022,Workout,24,0.667647,2.45,Medium,2.5,4.0,0.009000000000000005,0.676647,1.1118000000000001,0.9962499999999999,1.10763075,1.10763075,macro_plus_industry,v1.0,baseline,0.74947502409525,0.037848,0.78732302409525,0.0,0.0,0.45,0.78732302409525,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Low
348,Cashflow Lending,Business Line of Credit,WA,Accommodation & Food,2532553.19,206662.81,0.0816,33.81,2.8751,721,0.0493,0.2117,Amber,31,0.022136,A,Revolving,4277875.6,2567141.4,1710734.2,0.7189,3797001.49,Senior Unsecured,0,0.0929,2024-04-20,90 DPD,0.0699,0.053,0.0699,Workout,24,0.587449,2.68,Medium,2.7,3.7,0.013600000000000003,0.601049,1.1934,1.0135,1.2095109000000002,1.2095109000000002,macro_plus_industry,v1.0,baseline,0.7269753169341001,0.0344896,0.7664649169341001,0.0,0.005,0.5,0.7664649169341001,cashflow_lending,A,Business Line of Credit,Business Line of Credit,NotApplicable,Medium
349,Cashflow Lending,Business Term Loan,VIC,Retail Trade,952142.21,134010.16,0.1407,72.52,2.0298,681,0.1402,0.2042,Amber,14,0.028817,B,Term,4927058.4,4780439.89,146618.51,1.0,4927058.4,Senior Unsecured,0,0.0206,2020-05-30,Bureau Downgrade,0.0963,0.08,0.0963,Voluntary Administration,7,0.698631,3.23,Elevated,3.1,3.2,0.0246,0.723231,1.14,1.05475,1.202415,1.202415,macro_plus_industry,v1.0,baseline,0.869623802865,0.0402192,0.914843002865,0.0,0.005,0.45,0.914843002865,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
350,Cashflow Lending,Trade Finance,VIC,Wholesale Trade,4581381.72,575771.07,0.1257,5.11,1.5951,706,0.066,0.2706,Green,15,0.024274,A,Term,1741034.81,1505531.15,235503.66,1.0,1741034.81,Senior Secured,1,0.7903,2020-11-24,Bureau Downgrade,0.0879,0.0771,0.0879,DOCA,18,0.390631,3.23,Elevated,3.5,2.9,0.0246,0.415231,1.07,1.05475,1.1285825,1.1285825,macro_plus_industry,v1.0,baseline,0.46862244005750003,0.0359856,0.5046080400575,0.0,0.0,0.4,0.5046080400575,cashflow_lending,A,Trade Finance,Trade Finance,NotApplicable,Elevated
