loan_id,product,state,industry,annual_revenue,ebitda,leverage_ratio,interest_coverage_ratio,years_in_business,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_director_guarantee,security_type,collateral_value,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,discount_rate_proxy_used,discount_rate_source,icr_driver,dscr_driver,industry_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
229,Commercial,WA,Wholesale Trade,7422829.2,716125.56,31.15,0.83,37,Revolving Credit,14836619.13,9233582.16,5603036.97,0.6132,12669340.17,Senior Secured,1,PPSR - Mixed,9720835.78,0.7673,2024-04-26,90 DPD,0.0836,0.0514,0.0836,Write-off,29,0.640392,3.23,Elevated,3.5,2.9,0.0836,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.6649919999999999,0.6649919999999999,1.3277719999999997,1.05475,1.4004675169999998,1.4004675169999998,macro_plus_industry,v1.0,baseline,0.9312996950648638,0.031752,0.9630516950648638,0.05083333333333334,0.9630516950648638,0.9140965672324,True,secured_proxy,0.35,0.9630516950648638,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
230,Commercial,VIC,Retail Trade,2981081.32,687227.52,3.65,9.56,26,Revolving Credit,1250924.58,788952.77,461971.81,0.7005,1112549.77,Senior Unsecured,1,Property,1153575.5,1.0369,2024-03-04,90 DPD,0.0733,0.0583,0.0733,Receivership,30,0.203629,3.23,Elevated,3.1,3.2,0.0733,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.22822900000000002,0.22822900000000002,1.196,1.05475,1.261481,1.261481,macro_plus_industry,v1.0,baseline,0.28790654714900005,0.031752,0.45,0.09404666666666665,0.31965854714900005,0.28959572631812713,True,secured_proxy,0.45,0.45,commercial,Unknown,Property,Property,NotApplicable,Elevated
231,Commercial,VIC,Retail Trade,3562805.92,393009.5,43.21,0.94,19,Term Loan,9349485.23,8968637.52,380847.71,1.0,9349485.23,Senior Secured,1,PPSR - Receivables,6488777.65,0.694,2023-01-03,Covenant Breach,0.0825,0.0583,0.0825,Receivership,27,0.745442,3.23,Elevated,3.1,3.2,0.0825,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.770042,0.770042,1.34616,1.05475,1.4198622600000002,1.4198622600000002,macro_plus_industry,v1.0,baseline,1.09335357441492,0.031752,1.12510557441492,0.05916666666666667,1.0,0.9408333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
232,Commercial,VIC,Wholesale Trade,8706038.08,1065733.13,12.55,2.35,21,Revolving Credit,7144659.57,6435937.38,708722.2,0.7067,6936802.34,Senior Secured,0,PPSR - Mixed,5441464.74,0.7844,2022-11-20,90 DPD,0.0654,0.0659,0.0659,Workout,29,0.718198,3.23,Elevated,3.5,2.9,0.0659,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.742798,0.742798,1.321616,1.05475,1.393974476,1.393974476,macro_plus_industry,v1.0,baseline,1.0354414528238478,0.031752,1.0671934528238478,0.05083333333333334,1.0,0.9491666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
233,Commercial,VIC,Manufacturing,4545263.27,1076314.38,17.57,2.46,7,Term Loan,9923307.23,9271613.44,651693.78,1.0,9923307.23,Senior Secured,0,Property,13180514.21,1.3282,2023-09-12,90 DPD,0.0553,0.0511,0.0553,Receivership,36,0.140281,3.5,Elevated,3.2,3.1,0.0553,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.170281,0.170281,1.2189999999999999,1.075,1.3104249999999997,1.3104249999999997,macro_plus_industry,v1.0,baseline,0.22314047942499993,0.0324,0.35,0.12730666666666668,0.2555404794249999,0.22300847279100125,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
234,Commercial,SA,Transport,2538828.92,617725.21,35.81,0.67,29,Revolving Credit,13713251.31,10844386.63,2868864.68,0.6154,12609986.14,Senior Secured,1,Property,12998710.73,1.0308,2019-03-08,Receivership,0.0653,0.049,0.0653,Workout,15,0.343869,2.14,Medium,2.6,3.8,0.0653,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,0.346669,0.346669,1.15,0.973,1.11895,1.11895,macro_plus_industry,v1.0,baseline,0.38790527755,0.029136000000000002,0.41704127755,0.14282666666666666,0.41704127755,0.35747666201512535,True,secured_proxy,0.35,0.41704127755,commercial,Unknown,Property,Property,NotApplicable,Low
235,Commercial,VIC,Financial Services,4982391.58,942704.83,20.43,2.41,39,Revolving Credit,9985946.72,5455115.35,4530831.37,0.5571,7979225.33,Senior Secured,1,PPSR - Mixed,5518935.74,0.6917,2022-09-10,Covenant Breach,0.0748,0.0485,0.0748,Workout,23,0.785957,2.45,Medium,2.5,4.0,0.0748,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.794957,0.794957,1.3309879999999998,0.99625,1.3259967949999998,1.3259967949999998,macro_plus_industry,v1.0,baseline,1.054110434162815,0.02988,1.0839904341628148,0.07583333333333334,1.0,0.9241666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
236,Commercial,WA,Construction,15411501.84,3282053.85,6.41,7.51,35,Term Loan,9025053.81,8219466.18,805587.63,1.0,9025053.81,Senior Secured,1,GSR Only,4644198.04,0.5146,2019-03-22,Voluntary Administration,0.0803,0.0471,0.0803,Voluntary Administration,22,0.824607,2.68,Medium,3.3,3.1,0.0803,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.838207,0.838207,1.3327963333333335,1.0135,1.3507890838333336,1.3507890838333336,macro_plus_industry,v1.0,baseline,1.1322408655926872,0.030431999999999997,1.1626728655926872,0.028000000000000004,1.0,0.972,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Medium
237,Commercial,WA,Manufacturing,4077664.49,477471.84,25.01,1.93,12,Term Loan,5110161.63,4176405.9,933755.72,1.0,5110161.63,Senior Secured,0,Property,4280853.51,0.8377,2023-03-05,Receivership,0.056,0.0652,0.0652,Workout,19,0.484273,3.5,Elevated,3.2,3.1,0.0652,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.514273,0.514273,1.2098268333333333,1.075,1.3005638458333333,1.3005638458333333,macro_plus_industry,v1.0,baseline,0.6688448706882458,0.0324,0.7012448706882458,0.10004,0.7012448706882458,0.6310923338245937,True,secured_proxy,0.35,0.7012448706882458,commercial,Unknown,Property,Property,NotApplicable,Elevated
238,Commercial,QLD,Transport,5064856.51,987556.6,6.39,4.21,11,Revolving Credit,4732278.96,3618067.77,1114211.19,0.5532,4234483.91,Senior Unsecured,0,GSR Only,1308496.55,0.309,2021-07-16,Covenant Breach,0.0584,0.0468,0.0584,Voluntary Administration,28,1.06368,2.14,Medium,2.6,3.8,0.0584,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,1.0664799999999999,1.0,1.3608333333333333,0.9729999999999999,1.3240908333333332,1.3240908333333332,macro_plus_industry,v1.0,baseline,1.3240908333333332,0.029136000000000002,1.3532268333333333,0.01925,1.0,0.98075,True,dampened_unsecured_proxy,0.45,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
239,Commercial,NSW,Professional Services,9185749.12,1759647.51,17.52,1.85,12,Term Loan,12390776.43,10978220.54,1412555.89,1.0,12390776.43,Senior Secured,1,Property,15455258.24,1.2473,2018-03-28,90 DPD,0.0759,0.0535,0.0759,Receivership,31,0.107493,2.18,Medium,2.3,4.3,0.0759,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.11109300000000001,0.11109300000000001,1.199833333333333,0.976,1.171037333333333,1.171037333333333,macro_plus_industry,v1.0,baseline,0.13009405047199998,0.029232,0.35,0.13196,0.159326050472,0.13830138485171486,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
240,Commercial,QLD,Retail Trade,12366068.77,1693370.04,2.51,9.67,6,Term Loan,3730183.18,3236899.52,493283.65,1.0,3730183.18,Senior Unsecured,1,GSR Only,1291136.36,0.3461,2024-03-19,90 DPD,0.0576,0.0468,0.0576,Receivership,15,0.836575,3.23,Elevated,3.1,3.2,0.0576,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.8611749999999999,0.8611749999999999,1.3224999999999998,1.05475,1.3949068749999998,1.3949068749999998,macro_plus_industry,v1.0,baseline,1.2012589280781247,0.031752,1.2330109280781247,0.03383333333333333,1.0,0.9661666666666666,True,dampened_unsecured_proxy,0.45,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
241,Commercial,NSW,Agriculture,6829207.93,1334410.02,13.44,1.39,10,Revolving Credit,14768608.75,8125716.29,6642892.46,0.6367,12355329.68,Senior Secured,0,PPSR - P&E,12459746.02,1.0085,2020-11-29,Receivership,0.0751,0.0661,0.0751,Workout,22,0.768296,3.5,Elevated,2.9,3.6,0.0751,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.798296,0.798296,1.216,1.075,1.3072,1.3072,macro_plus_industry,v1.0,baseline,1.0435325312,0.0324,1.0759325311999999,0.1217,1.0,0.8783,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
242,Commercial,NSW,Construction,3729755.91,755994.14,29.23,0.68,38,Term Loan,14404078.75,13937742.99,466335.75,1.0,14404078.75,Senior Secured,1,Property,19996943.98,1.3883,2024-01-15,90 DPD,0.0575,0.0624,0.0624,Voluntary Administration,27,0.094234,2.68,Medium,3.3,3.1,0.0624,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.107834,0.107834,1.1844999999999999,1.0135,1.20049075,1.20049075,macro_plus_industry,v1.0,baseline,0.1294537195355,0.030431999999999997,0.35,0.17682666666666666,0.1598857195355,0.13161366070243596,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Medium
243,Commercial,QLD,Manufacturing,9958890.96,1158560.58,14.32,2.67,13,Term Loan,7754754.8,7414911.97,339842.83,1.0,7754754.8,Senior Secured,1,GSR Only,2526690.38,0.3258,2020-06-29,Receivership,0.0834,0.0681,0.0834,Voluntary Administration,23,0.954723,3.5,Elevated,3.2,3.1,0.0834,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.984723,0.984723,1.3416666666666663,1.075,1.4422916666666663,1.4422916666666663,macro_plus_industry,v1.0,baseline,1.4202577768749998,0.0324,1.4526577768749998,0.026541666666666665,1.0,0.9734583333333333,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
244,Commercial,NSW,Manufacturing,2987994.39,480699.88,8.47,3.32,28,Revolving Credit,2403190.51,1639941.52,763248.99,0.7229,2191730.22,Senior Secured,1,PPSR - Receivables,1243904.75,0.5675,2024-05-26,90 DPD,0.0656,0.069,0.069,Voluntary Administration,12,0.772589,3.5,Elevated,3.2,3.1,0.069,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.802589,0.802589,1.3557,1.075,1.4573774999999998,1.4573774999999998,macro_plus_industry,v1.0,baseline,1.1696751503474998,0.0324,1.2020751503474998,0.09666666666666668,1.0,0.9033333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
245,Commercial,NSW,Education & Training,26669818.83,3237691.37,3.38,5.63,32,Revolving Credit,7912256.28,6947154.52,965101.76,0.7423,7663548.45,Senior Unsecured,1,Property,6377071.88,0.8321,2019-05-08,Covenant Breach,0.0587,0.0543,0.0587,Voluntary Administration,30,0.343517,2.3,Medium,1.8,5.0,0.0587,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.349517,0.349517,1.2539255,0.9849999999999999,1.2351166175,1.2351166175,macro_plus_industry,v1.0,baseline,0.4316942547987475,0.029519999999999998,0.4612142547987475,0.05308666666666666,0.4612142547987475,0.43672992739233135,True,secured_proxy,0.45,0.4612142547987475,commercial,Unknown,Property,Property,NotApplicable,Low
246,Commercial,NSW,Professional Services,2657782.38,449934.61,11.95,1.4,12,Revolving Credit,4778413.35,3653451.47,1124961.88,0.6307,4362943.66,Senior Secured,0,Property,3635219.79,0.8332,2023-09-13,Covenant Breach,0.0554,0.0604,0.0604,Voluntary Administration,25,0.393594,2.18,Medium,2.3,4.3,0.0604,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.397194,0.397194,1.2343793333333335,0.9760000000000001,1.2047542293333335,1.2047542293333335,macro_plus_industry,v1.0,baseline,0.47852115136582407,0.029232,0.5077531513658241,0.07414000000000001,0.5077531513658241,0.4701083327235619,True,secured_proxy,0.35,0.5077531513658241,commercial,Unknown,Property,Property,NotApplicable,Low
247,Commercial,SA,Retail Trade,9532998.29,1786179.67,11.12,1.88,25,Overdraft,12672442.55,6982460.64,5689981.91,0.8631,11893555.55,Senior Secured,1,GSR Only,2395150.81,0.2014,2022-06-09,Covenant Breach,0.0826,0.0461,0.0826,Workout,23,0.97083,3.23,Elevated,3.1,3.2,0.0826,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.9954299999999999,0.9954299999999999,1.3416666666666663,1.05475,1.4151229166666663,1.4151229166666663,macro_plus_industry,v1.0,baseline,1.4086558049374995,0.031752,1.4404078049374995,0.026541666666666665,1.0,0.9734583333333333,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
248,Commercial,VIC,Retail Trade,2481114.78,177189.59,10.98,1.91,38,Revolving Credit,1400675.41,1080813.94,319861.47,0.5305,1250489.32,Senior Unsecured,1,PPSR - P&E,864757.99,0.6915,2023-07-20,Voluntary Administration,0.0741,0.0528,0.0741,Receivership,21,0.749052,3.23,Elevated,3.1,3.2,0.0741,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.773652,0.773652,1.32306,1.05475,1.395497535,1.395497535,macro_plus_industry,v1.0,baseline,1.0796294589478201,0.031752,1.1113814589478201,0.08416666666666668,1.0,0.9158333333333333,True,secured_proxy,0.45,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
249,Commercial,NSW,Health Care,14241509.06,900740.32,5.01,7.23,31,Revolving Credit,2203838.04,1425406.82,778431.22,0.5382,1844344.54,Senior Unsecured,0,Property,1820681.16,0.9872,2018-02-12,90 DPD,0.0649,0.0516,0.0649,Voluntary Administration,26,0.411477,2.22,Medium,2.1,4.5,0.0649,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.415877,0.415877,1.1850826666666665,0.979,1.1601959306666665,1.1601959306666665,macro_plus_industry,v1.0,baseline,0.48249880305786125,0.029328,0.5118268030578612,0.10077333333333333,0.5118268030578612,0.460248310024377,True,secured_proxy,0.45,0.5118268030578612,commercial,Unknown,Property,Property,NotApplicable,Low
250,Commercial,VIC,Real Estate,731219.13,136970.77,140.3,0.23,15,Revolving Credit,10141687.12,8603670.49,1538016.62,0.7354,9734739.71,Senior Secured,1,PPSR - Mixed,8606473.26,0.8841,2021-12-16,Covenant Breach,0.0609,0.0569,0.0609,Workout,24,0.58217,2.9,Medium,3.8,2.7,0.0609,max_contract_vs_cost_of_funds,,,Real Estate,0.018,0.60017,0.60017,1.2657239999999998,1.03,1.30369572,1.30369572,macro_plus_industry,v1.0,baseline,0.7824390602724,0.03096,0.8133990602723999,0.08848666666666666,0.8133990602723999,0.7414240887590963,True,secured_proxy,0.35,0.8133990602723999,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
251,Commercial,QLD,Utilities,2769142.89,545083.09,58.42,0.77,18,Overdraft,14103753.25,12935048.73,1168704.52,0.9155,14005041.39,Senior Secured,1,PPSR - P&E,14750603.21,1.0532,2018-11-23,90 DPD,0.0716,0.0681,0.0716,Receivership,29,0.528839,1.9,Low,3.0,3.5,0.0716,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.528839,0.528839,1.244,0.9549999999999998,1.1880199999999999,1.1880199999999999,macro_plus_industry,v1.0,baseline,0.6282713087799998,0.02856,0.6568313087799998,0.1014733333333333,0.6568313087799998,0.5901804464403974,True,secured_proxy,0.35,0.6568313087799998,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Low
252,Commercial,QLD,Professional Services,1171154.01,71006.2,131.33,0.13,10,Term Loan,7356897.11,6773120.12,583776.99,1.0,7356897.11,Senior Unsecured,0,Property,9361309.12,1.2725,2018-04-06,90 DPD,0.0742,0.0507,0.0742,Voluntary Administration,35,0.161082,2.18,Medium,2.3,4.3,0.0742,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.164682,0.164682,1.2151666666666665,0.976,1.1860026666666665,1.1860026666666665,macro_plus_industry,v1.0,baseline,0.19531329115199997,0.029232,0.45,0.1203333333333333,0.22454529115199998,0.19752500778337598,True,secured_proxy,0.45,0.45,commercial,Unknown,Property,Property,NotApplicable,Low
253,Commercial,VIC,Accommodation & Food,2021901.36,106600.87,146.5,0.22,31,Revolving Credit,10563119.47,5370841.77,5192277.7,0.6565,8779426.35,Senior Secured,1,GSR Only,2503524.22,0.2852,2019-02-25,Receivership,0.0567,0.0466,0.0567,Receivership,20,0.924453,2.68,Medium,2.7,3.7,0.0567,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.938053,0.938053,1.3301666666666663,1.0135,1.3481239166666663,1.3481239166666663,macro_plus_industry,v1.0,baseline,1.2646116844009163,0.030431999999999997,1.2950436844009163,0.03091666666666667,1.0,0.9690833333333333,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Medium
254,Commercial,VIC,Agriculture,7327698.14,938564.85,6.01,6.51,11,Term Loan,2953682.37,2824496.11,129186.26,1.0,2953682.37,Senior Unsecured,1,PPSR - Mixed,3072433.95,1.0402,2020-07-10,90 DPD,0.0809,0.0573,0.0809,Receivership,14,0.662549,3.5,Elevated,2.9,3.6,0.0809,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.6925490000000001,0.6925490000000001,1.2,1.075,1.2899999999999998,1.2899999999999998,macro_plus_industry,v1.0,baseline,0.89338821,0.0324,0.92578821,0.14470666666666665,0.92578821,0.7918204840916,True,secured_proxy,0.45,0.92578821,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
255,Commercial,NSW,Utilities,20580104.83,4273865.82,7.27,7.64,19,Term Loan,13126255.98,10867293.65,2258962.33,1.0,13126255.98,Senior Secured,0,PPSR - Mixed,7959254.25,0.6064,2024-04-13,Voluntary Administration,0.0675,0.0463,0.0675,Write-off,35,0.774711,1.9,Low,3.0,3.5,0.0675,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.774711,0.774711,1.4096959999999998,0.955,1.3462596799999997,1.3462596799999997,macro_plus_industry,v1.0,baseline,1.0429621829524798,0.02856,1.0715221829524797,0.025833333333333333,1.0,0.9741666666666666,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
256,Commercial,TAS,Utilities,2630878.04,568178.18,2.41,15.31,31,Term Loan,587418.67,547654.11,39764.55,1.0,587418.67,Senior Secured,1,PPSR - Mixed,510527.6,0.8691,2021-06-19,90 DPD,0.0721,0.0629,0.0721,Voluntary Administration,20,0.722451,1.9,Low,3.0,3.5,0.0721,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.722451,0.722451,1.2551239999999997,0.9549999999999998,1.1986434199999996,1.1986434199999996,macro_plus_industry,v1.0,baseline,0.8659611374224196,0.02856,0.8945211374224197,0.10215333333333332,0.8945211374224197,0.8031428214975947,True,secured_proxy,0.35,0.8945211374224197,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
257,Commercial,WA,Retail Trade,4034472.36,962366.61,13.6,1.29,7,Term Loan,9516574.0,8060749.92,1455824.08,1.0,9516574.0,Senior Secured,0,GSR Only,4429202.04,0.4654,2020-04-12,Voluntary Administration,0.077,0.067,0.077,Workout,32,0.878054,3.23,Elevated,3.1,3.2,0.077,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.902654,0.902654,1.3761666666666663,1.05475,1.4515117916666664,1.4515117916666664,macro_plus_industry,v1.0,baseline,1.3102129247950831,0.031752,1.3419649247950831,0.013416666666666667,1.0,0.9865833333333334,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
258,Commercial,NT,Mining,12274191.21,2232495.68,4.67,2.98,6,Term Loan,9575104.32,8924774.74,650329.58,1.0,9575104.32,Senior Secured,1,Property,10199752.85,1.0652,2019-08-26,90 DPD,0.0669,0.0657,0.0669,Workout,26,0.276035,3.5,Elevated,3.5,2.9,0.0669,max_contract_vs_cost_of_funds,,,Mining,0.03,0.30603499999999995,0.30603499999999995,1.1806666666666665,1.075,1.2692166666666664,1.2692166666666664,macro_plus_industry,v1.0,baseline,0.3884247225833332,0.0324,0.4208247225833332,0.11637333333333333,0.4208247225833332,0.37185194686723544,True,secured_proxy,0.35,0.4208247225833332,commercial,Unknown,Property,Property,NotApplicable,Elevated
259,Commercial,SA,Wholesale Trade,4046579.6,895793.66,10.24,1.5,12,Term Loan,7890703.72,6796026.99,1094676.73,1.0,7890703.72,Senior Secured,1,Property,9059938.0,1.1482,2020-04-14,Covenant Breach,0.0793,0.0585,0.0793,Receivership,34,0.230338,3.23,Elevated,3.5,2.9,0.0793,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.254938,0.254938,1.2113333333333332,1.05475,1.2776538333333332,1.2776538333333332,macro_plus_industry,v1.0,baseline,0.3257225129623333,0.031752,0.3574745129623333,0.09964000000000002,0.3574745129623333,0.32185575249076637,True,secured_proxy,0.35,0.3574745129623333,commercial,Unknown,Property,Property,NotApplicable,Elevated
260,Commercial,VIC,Mining,5630467.99,1205425.25,2.71,8.06,11,Term Loan,2138531.83,1773113.19,365418.64,1.0,2138531.83,Senior Secured,1,PPSR - P&E,1949042.95,0.9114,2018-12-05,90 DPD,0.0802,0.0548,0.0802,Workout,34,0.493513,3.5,Elevated,3.5,2.9,0.0802,max_contract_vs_cost_of_funds,,,Mining,0.03,0.523513,0.523513,1.295896,1.075,1.3930881999999998,1.3930881999999998,macro_plus_industry,v1.0,baseline,0.7292997828465999,0.0324,0.7616997828465999,0.05228000000000001,0.7616997828465999,0.7218781181993796,True,secured_proxy,0.35,0.7616997828465999,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
261,Commercial,VIC,Accommodation & Food,991489.06,120511.08,83.88,0.41,39,Term Loan,6217813.71,5390935.41,826878.3,1.0,6217813.71,Senior Secured,1,PPSR - Mixed,6540781.11,1.0519,2023-10-17,90 DPD,0.0805,0.0506,0.0805,Workout,16,0.527805,2.68,Medium,2.7,3.7,0.0805,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.541405,0.541405,1.2,1.0135,1.2162,1.2162,macro_plus_industry,v1.0,baseline,0.6584567610000001,0.030431999999999997,0.6888887610000001,0.14704666666666666,0.6888887610000001,0.5875899649908201,True,secured_proxy,0.35,0.6888887610000001,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
262,Commercial,QLD,Professional Services,7762233.93,1863713.92,0.33,38.88,15,Revolving Credit,680235.58,466927.95,213307.63,0.6994,616124.51,Senior Secured,0,Property,451847.26,0.7334,2020-08-01,90 DPD,0.0659,0.0633,0.0659,Receivership,25,0.502525,2.18,Medium,2.3,4.3,0.0659,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.506125,0.506125,1.2688103333333334,0.976,1.2383588853333334,1.2383588853333334,macro_plus_industry,v1.0,baseline,0.6267643908393334,0.029232,0.6559963908393335,0.0675,0.6559963908393335,0.6117166344576784,True,secured_proxy,0.35,0.6559963908393335,commercial,Unknown,Property,Property,NotApplicable,Low
263,Commercial,VIC,Professional Services,1916290.57,433410.57,6.54,4.43,34,Term Loan,1388592.85,1229178.43,159414.42,1.0,1388592.85,Senior Secured,0,PPSR - P&E,655023.58,0.4717,2019-02-02,Voluntary Administration,0.0603,0.0467,0.0603,Write-off,20,0.894015,2.18,Medium,2.3,4.3,0.0603,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.897615,0.897615,1.3879999999999997,0.976,1.3546879999999997,1.3546879999999997,macro_plus_industry,v1.0,baseline,1.2159882691199997,0.029232,1.2452202691199996,0.08833333333333335,1.0,0.9116666666666666,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Low
264,Commercial,NSW,Accommodation & Food,4310692.26,607402.68,25.7,1.13,33,Revolving Credit,14623214.56,7882749.25,6740465.31,0.7431,12891505.81,Senior Secured,0,PPSR - Mixed,12905636.63,1.0011,2019-10-23,Voluntary Administration,0.0743,0.0464,0.0743,Workout,15,0.592085,2.68,Medium,2.7,3.7,0.0743,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.605685,0.605685,1.2,1.0135,1.2162,1.2162,macro_plus_industry,v1.0,baseline,0.736634097,0.030431999999999997,0.7670660970000001,0.13688666666666668,0.7670660970000001,0.66206497586866,True,secured_proxy,0.35,0.7670660970000001,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
265,Commercial,NSW,Mining,4837985.2,446800.65,18.18,1.03,32,Term Loan,7139051.08,6538582.84,600468.24,1.0,7139051.08,Senior Secured,1,GSR Only,3500588.28,0.4903,2021-04-22,Voluntary Administration,0.0834,0.0593,0.0834,Workout,24,0.798402,3.5,Elevated,3.5,2.9,0.0834,max_contract_vs_cost_of_funds,,,Mining,0.03,0.828402,0.828402,1.3455,1.075,1.4464124999999999,1.4464124999999999,macro_plus_industry,v1.0,baseline,1.198211007825,0.0324,1.2306110078249999,0.02508333333333334,1.0,0.9749166666666667,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
266,Commercial,VIC,Education & Training,1899109.75,223623.86,58.21,0.58,24,Term Loan,7734718.31,6995911.65,738806.65,1.0,7734718.31,Senior Unsecured,0,PPSR - Mixed,6854595.24,0.8862,2019-12-16,90 DPD,0.0785,0.06,0.0785,Receivership,19,0.677228,2.3,Medium,1.8,5.0,0.0785,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.6832280000000001,0.6832280000000001,1.244968,0.985,1.22629348,1.22629348,macro_plus_industry,v1.0,baseline,0.8378380417534401,0.029519999999999998,0.8673580417534401,0.10973999999999999,0.8673580417534401,0.7721741702514177,True,secured_proxy,0.45,0.8673580417534401,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
